opinions/0/sentiment,opinions/0/aspect,opinions/0/target_entity,id,text,opinions/1/sentiment,opinions/1/aspect,opinions/1/target_entity,opinions/2/sentiment,opinions/2/aspect,opinions/2/target_entity,opinions/3/sentiment,opinions/3/aspect,opinions/3/target_entity,opinions/4/sentiment,opinions/4/aspect,opinions/4/target_entity,opinions/5/sentiment,opinions/5/aspect,opinions/5/target_entity,opinions/6/sentiment,opinions/6/aspect,opinions/6/target_entity,opinions/7/sentiment,opinions/7/aspect,opinions/7/target_entity,opinions/8/sentiment,opinions/8/aspect,opinions/8/target_entity,opinions/9/sentiment,opinions/9/aspect,opinions/9/target_entity
,,,1653,"Thus if a person comes from a family of Arsenal supporters, you'll find that the support goes right back to Great Grandfather who stood in the fog at the original Arsenal ground at LOCATION2 way back when Queen LOCATION1 was on the frone",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,272,"Time will tell if that happens  LOCATION1 was originally designated as part of Essex, before the London Boroughs came into being",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,489,Times have changed and so has LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1417,"To answer your question directly , LOCATION1 is not part of London because it ceased to exist in 1965 ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2907,To be fair if I was bringing a family round that area I would probably look into the LOCATION2 and LOCATION1 London boroughs more,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,873,"To be honest , I do n't think LOCATION1 would be your sort of place , but the fact is most areas of London have their good parts and their bad parts",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,565,"To be honest I also do like LOCATION1, I know it is a bit far out but I just like the historic vilagey",Negative,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1685,"To be honest, LOCATION1 has got a lot better than it used to be - really cleaned up it's act",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,842,To be perfectly honest I'd rather walk around LOCATION1 late at night than LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1763,To get from LOCATION1 to Central London is easy,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2182,To get to other side of the river you have to use the tunnel or ferry to LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,1442,"To the north in LOCATION1 is a large community of hisidic Jew, showing how culturally diverse the East End of London is",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,1217,Traffic is a nightmare with LOCATION1 having a one way system,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1631,"Traffic is light after the evening rush hour and they move quite quickly LOCATION1 is alright , just do n't talk to any strangers , you knw the standard things",Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2307,Trains from LOCATION1 are very frequent to LOCATION2 in 13 minutes with First Capital Connect,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,585,Travel towards London along the A41 (the LOCATION1 Way) and you come to the area called Child's Hill,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1276,"True LOCATION1 is nice , but you are young",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,972,Trust me LOCATION1 is full of business people and young families,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,450,Try LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION2,2929,Try LOCATION1  (cheap accomopdation+food)  Avoid LOCATION2 (not safe for night travels),Positive,price,LOCATION1,Positive,general,LOCATION1,Negative,safety,LOCATION2,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1844,"Try LOCATION1 my girlfriends brother lives there , its only 10min from the centre by tube or overground rail, it has plenty of restaurants and is a very nice area",Positive,dining,LOCATION1,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2677,Try LOCATION1 or LOCATION2,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2558,Try LOCATION1 or LOCATION2  ,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2825,Try LOCATION1 or LOCATION2 Good Luck,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2706,"Try LOCATION1, LOCATION2",Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2605,Try LOCATION2  and  LOCATION1,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,689,Try Peacock Bar The Peacock is LOCATION1's newest 2am late night bar club but with a twist combining burlesque and cabaret early evening with retro 80s/90's Djs later every Friday and Saturday to create truly awesome club nights,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,970,Try and live in the LOCATION1 end,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2735,Try and stick to areas by LOCATION2 and LOCATION1 tube stations as they tend to be better,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,2118,Try looking for places away from the station though ie towards LOCATION1 tube and Goodge Street tube  LOCATION2 is a perfect place for students to live,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,532,"Try parking at one of the Piccadilly line stations on your way through LOCATION1 and getting the tube in, the piccadilly line runs quite late at the weekend, especially on route to LOCATION2",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2752,Try some parts of LOCATION2 aswell LOCATION1 is still good as the prices there are not as high as elsewhere and the transport is fairly good from there,Positive,price,LOCATION1,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2837,Try somewhere in LOCATION1 or LOCATION2 as there are nice pockets scattered around ,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,1231,Try these links below for LOCATION1 - see what they got,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2568,"Try this link:  They have quite cheap studio flats in LOCATION1 and LOCATION2, all pretty safe and nice from what I've heard",Positive,safety,LOCATION2,Positive,safety,LOCATION1,Positive,price,LOCATION2,Positive,price,LOCATION1,Positive,general,LOCATION2,,,,,,,,,,,,
Negative,general,LOCATION2,2751,Try to stay out of areas like LOCATION2 and LOCATION1 as the crime is quite bad,Negative,safety,LOCATION2,Negative,safety,LOCATION1,Negative,general,LOCATION1,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1826,"Try west, like LOCATION1, s",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2821,"Try, LOCATION1 or LOCATION2",Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,60,Tube stop is LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,52,"Tube: Russel Square, LOCATION2, LOCATION1, Goodge Street Come and see our loot",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,976,Tubes sometimes do not stop at LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,922,Turnpike lane is in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1537,UK 3 pin -  LOCATION1 boarders both zone three (3) and zone four (4),,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1633,Unfortunately LOCATION1 does have a bad reputation ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2484,Unfortunately LOCATION1 in general is the worst part of Greater London,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1789,Unfortunately parts of LOCATION1 are a bit like that,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,158,Unfortunately you don't state which area of LOCATION1 you are starting from,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1144,"Until 1965, the county of London was much smaller and LOCATION1 was definitely in Kent",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION1,323,"Until recently, I lived in LOCATION1 and never felt unsafe",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1102,"Upon tellin' 'em that she recognised their accents, and askin' where she was from, she was told ""LOCATION1""",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,734,Use it for the train ticket from LOCATION1 to LOCATION2 and other tickets to get 1/3 off,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,479,Useful Links   I wouldn't say it's like LOCATION1 at all,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION2,2809,"Very green and leafy: LOCATION1, LOCATION2",Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,touristy,LOCATION1,1425,Visit LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2512,Visit the Blind Beggar pub which is near LOCATION1 station and where Jack The Hat McVitie was shot by Reggie Kray,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,513,"W9 3RU CAFE BUZZ (Next to ABC Music) Address: Great West Road, LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1761,Walk to LOCATION1 and Little Venice,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2143,Way back in c1966 I knew a guy from LOCATION1 who was then 108. His Victorian London accent was almost country in it's style,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2679,"We actually like LOCATION1 and feel safer there than in LOCATION2 , but LOCATION2 is a more expensive area to live in",Positive,safety,LOCATION1,Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,
,,,1017,We actually went from LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,355,"We all work in different areas (LOCATION1, London and Harley Street) and would each ideally like to have a commute of 20 minutes or less",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,389,We are staying near LOCATION1 so can get to anywhere central easily,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1675,"We found lots of places to eat, bars etc  around the LOCATION1 area ",Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,2256,We go around 3-4 times a year and never have nothing to do and we never get sick of a walk around LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,915,We have a budget of around 750k which unfortunately does not get you much in LOCATION2 or LOCATION1 (where we currently rent) or similar areas in Central London,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,723,"We have been checking Willesdon Green, LOCATION2 Road, Killburn, LOCATION1, W",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,528,We live in LOCATION1 and sold our 3 bed flat in LOCATION2 and bought a 5 bed house ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1624,We lived in LOCATION1 (HA4) for the last year,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1255,We used to live in LOCATION1 near the Sugar Loaf pub,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,958,We're stopping in the Holiday Inn Crowne Plaza in LOCATION2 near LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2703,We're temporarily in the LOCATION2/LOCATION1 area and we really like it,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,1688,"We're with a housing association and pay 450 per month for a 2 bedroom house in LOCATION1, but they have very long waiting lists",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,852,"Well , LOCATION1 is lovely",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,3001,"Well LOCATION1 is more in the centre of things, and nearer to the middle of London , as LOCATION2 is quite far intp South London",Negative,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,497,Well LOCATION1 is very expensive,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2034,"Well depends what your really into , if your willing to travel far to work or wherever, and btw pinky , whats wrong with LOCATION1 haa",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2954,Well i've never lived anywhere quite as trendy as LOCATION2 but i live in LOCATION1 now which is really friendly and really clean,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,504,"Well there are three LOCATION1 tube stations (east, west and central), but they're all on the Piccadilly Line",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1124,Well there is a cattery in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,178,"Well yes, if you can afford to live in LOCATION1 then it would be great but very very expensive",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,364,"Well, I was born in a town called 'LOCATION1' in Surrey",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2618,"Well, if you want somewhere quite trendy, then try LOCATION2 and LOCATION1, which is just North of the centre and has good transport links",Positive,transit-location,LOCATION2,Positive,transit-location,LOCATION1,Positive,general,LOCATION1,,,,,,,,,,,,,,,,,,
,,,1880,"West London (LOCATION1, LOCATION2) is the general 'richer' part, which is still White (I'm not racist, you will understand in a second)- there people are tolerant and very open to everything",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2167,West: Basically the whole LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1921,"Whales LOCATION1 ( SW4 ) has a very good range of restaurants , 3 tube stations , good rail and bus links and lots of pubs",Positive,transit-location,LOCATION1,Positive,dining,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2460,"What I like about LOCATION1 is that it feels relatively safe, has open areas, pretty good facilities, good transport connections ",Positive,green-nature,LOCATION1,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,
,,,1792,What about LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1988,What makes you think that where you live has anything to do with the club you play 4 LOCATION1 are the north of the Thames and play at Lords,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION1,1076,What scares me most is if this is LOCATION1 during the day heavens knows what it becomes of a night,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,341,"What you are asking for doesn't exist  London is expensive, LOCATION1 especially so if you are choosing between only those two areas in London, then i would recommend LOCATION2, it is better in my opinion, hence it is more expensive i think",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,143,What you may have noticed on the streets depends on which part of LOCATION1 you were looking around in,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,2917,When I first moved here everyone told me to live in LOCATION2 or LOCATION1 because of the social atmosphere,Positive,live,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,1963,"When I go to the East End - LOCATION1 etc , I do not see the Beals",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,955,"When I lived in London before, I lived off London Road between LOCATION1 and London Road tube stops",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1783,"When I was there, I spent time in both the West and East ends of London, and I definitely preferred LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,shopping,LOCATION1,865,When I went to LOCATION1 market i literally fell in love with it,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,1860,"When the LOCATION1 was being re-developed , old wharves and warehouses were transformed into luxury apartments priced at 1million and such like",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2196,When thinking about this I was confused because this implies that LOCATION1 is in an area between London and Kent,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,108,"When you say 30 min from LOCATION1, is that on the tube",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1439,Whereas LOCATION1 has cheap housing ( in comparrison with the rest of the London ) and lots of bars/clubs but the area is pretty bland,Positive,nightlife,LOCATION1,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
,,,2066,"Whereas, the parents would say that they are Surrey, LOCATION1 and Essex respectively",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2464,"While some indeed are related to their location, such as Tower Hill, Piccadilly Circus, LOCATION1, some station names to not relate to their location",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2001,"While the LOCATION2 and LOCATION1 area, still some beautiful houses but more noticeable Council Estates, very colourful, diverse area",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,539,While you are in the area you could also visit nearby LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1676,Whoever said LOCATION1 are completely nutts,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1189,Why don't you see for yourself and visit LOCATION1 and see what the neighbourhood is like,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1004,Will add to it when I think of more  lol at first answer  LOCATION1 ain't that bad,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,2509,Within LOCATION1 and the London boroughs you have districts and/or areas  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1522,Woodgreen is not too bad laulau and john LOCATION1 has been part of The London LOCATION2 of Bexley since 1965 and Griscely explicitly asked for areas outside of London altogether,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,1306,Would rather poke my eyes out with a big stick than end up in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2842,"Yeah LOCATION2 and LOCATION1 one of the best and nicest areas not just in West, but in whole London",Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,346,Yes LOCATION1 is a great area to live in and many landlords like renting out apartments for short periods like 6 months,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1037,Yes LOCATION1 is okay,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1092,Yes LOCATION1 is south London,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1935,Yes market traders are in LOCATION1 as are they widespread throughout the UK,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,2458,"Yes on the whole I think LOCATION1 is a nice place to live , but of course as anywhere there are areas that are better than others",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,safety,LOCATION2,2952,Yes the safest parts are LOCATION1 and LOCATION2 ,Positive,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,2007,"Yes, LOCATION1 - but its VERY expensive",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1819,"Yes, LOCATION1 contains many areas that are similar to LOCATION2",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,305,"Yes, LOCATION1 is in Kent and it is part of the London metropolitan area  London borough in Greater London POSTAL address ONLY KENT NOT KENT proper no more than LOCATION2 is in SURREY proper  Exists in Greater Manchester too Wigan and Bolton,Bury etc put Lancashire in postal addresses and Stockport and Altrincham etc put Cheshire, but they are ALL Greater Manchester  (Metropolitan Boroughs of Wigan, Bolton, Bury Stockport, Trafford ) NONE are parts of the ADMINISTRATIVE COUNTIES with those names I have to disagree with another answerer",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,1434,"Yes, you can commute in and out of London to LOCATION1 very easily",,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,transit-location,LOCATION1,2136,"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location ( LOCATION1 is a 45 minute commute outside of the London , hence why it is cheaper )",Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Negative,safety,LOCATION2,2953,You are as likely to get mugged or attacked in LOCATION1 as in LOCATION2 ,Negative,safety,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,246,You can also catch a game at LOCATION1's home ground Selhurst Park,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1312,You can also try LOCATION1   South London is the best place to live but you mentioned Noth London,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1857,You can also try LOCATION1  in N London,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1642,You can contact Kay and Company at  for best information about London Properties  Park Lane or LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,2653,"You can find cheaper areas in LOCATION1 or  LOCATION2, but may not be nice for your wife and baby",Positive,price,LOCATION2,Positive,price,LOCATION1,Negative,general,LOCATION2,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,1437,You can find people from all around the world  LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,180,You can find something in LOCATION1 to suit most budgets - I have some friends living in a skanky flat that is super cheap,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,2939,"You can get a young ""professional"" studio flat for 150k in a less salubrious part of town, and you can get a nice large place for 1.5 million in LOCATION2, and 15 million overlooking LOCATION1",Negative,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,2104,"You can look around the website to get an idea of what's available  LOCATION1, London",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,live,LOCATION1,514,"You can read more about it here : LOCATION1 Its quiet , has a park and its just such a great place to live its in the LOCATION2 area",Positive,green-nature,LOCATION1,Positive,quiet,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2678,You can try LOCATION1 ( perhaps LOCATION2 would be a better budget ),Positive,price,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,1097,"You can use the areas of LOCATION2 and LOCATION1, Grosvenor Square and so on",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,green-nature,LOCATION2,2873,You can walk to Regent's Park or head north to leafy LOCATION1 and LOCATION2,Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,1519,You can't go wrong for LOCATION1 for a night out,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1808,"You can't really get more life, art and excitement than LOCATION1 but it might be a bit pricey for you",Negative,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2390,You could also look in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION2,2878,You could be south somewhere like LOCATION2 that's beautiful and very safe or south in LOCATION1 where you might feel uneasy,Negative,safety,LOCATION1,Positive,safety,LOCATION2,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,2799,You could stay in somewhere crap like  LOCATION2 or you could live  somewhere like LOCATION1 where it is cheaper to live ,Negative,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,2594,You could try LOCATION2 or LOCATION1 - both located on the tube and by plenty of night bus routes so you won't have to walk too far coming home at night,Positive,general,LOCATION1,Positive,general,LOCATION2,Positive,transit-location,LOCATION2,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2113,You could try somewhere like LOCATION1 - not too far out but not too expensive,Positive,transit-location,LOCATION1,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,
Positive,price,LOCATION1,1568,You get more space for your money in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,47,"You have LOCATION1  Grounds to walk around in, and are close to the river with nice pubs",Positive,green-nature,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,953,You have been sadly misinformed about LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,131,You have been sadly misinformed about LOCATION1 ,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,414,"You have been sadly misinformed about LOCATION1 , it is fantastic",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1374,You have been sadly misinformed about LOCATION1 I think you need to lower your criteria a little,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1480,You have been sadly misinformed about LOCATION1 Thanks a lot to both fel t and Mark C for providing such useful tips,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,70,You have been sadly misinformed about LOCATION2 At the moment I live in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,price,LOCATION1,188,You have to be mega-rich to live in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,336,You may also consider LOCATION1 just North of C,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2626,"You may be better looking a bit north or east of there , even as far out as LOCATION1 or LOCATION2 which are nice residential areas",Negative,transit-location,LOCATION2,Negative,transit-location,LOCATION1,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,790,You may be thinking of 'LOCATION1' which has a Jewish community  ,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,257,You may not actually have to change at LOCATION1 as the train may be going to LOCATION2 Rd already,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,multicultural,LOCATION1,493,"You meet a mixture of people and being close enough to LOCATION1, it's easy to intermingle",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1892,You mentioned LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,76,You might find a cupboard in LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION2,2841,You might like to try LOCATION1 which has fast trains to LOCATION2 for the tube too  You will still be in London ,Positive,transit-location,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,2395,"You might like to try LOCATION1 which has fast trains to LOCATION2 for the tube too  You will still be in London  You have answered the question Hey, I have recently graduated from Warwick, and am planning to move to London in September, with three of my friends",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,nightlife,LOCATION1,148,"You might prefer somewhere like LOCATION1, which is relatively cheap  which has lots of up and coming clubs, bars etc  ",Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
,,,2151,"You might try finding somewhere within bus/cycling distance of LOCATION2 to remove one of the commutes, then on the train/District line too to get you into Bank - so that could be any of the areas on the mainline into LOCATION1",,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1444,"You might want to consider LOCATION1 or parts of LOCATION2,all up and coming areas and this despite their negative public image ,are relatively quite pleasant and affordable areas to live in and not too far in terms of commuting distance to central London I will live and work in London for few years, but I haven't found a permanent place where live  I'm looking for a small aparment or just a room, the important things I need my own bathroom, a place were cook food and a fridge; better to have a washer too, but, if not, I will wash my clothes on coin washer  does not have to be in London downtown  to bee not too expensive, I need a place in London suburbs  in London buses and underground are very efficient, so, come and go to work will be easy  done anyone have any advice for me",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,2845,You might want to look just south of the river LOCATION2 or LOCATION1,Positive,general,LOCATION2,,,,,,,,,,,,,,,,,,,,,,,,
,,,1496,You need to look further north - say LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,980,You need to time your commute to LOCATION1 once you've chosen your area,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,192,"You posted the same thing for Dublin and Liverpool It is a suburb of LOCATION1, and really the built up area joins on with its neighbours",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,general,LOCATION1,1336,You should n't have too much of a problem finding a good private school there LOCATION1 is nice,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1408,"You sound like you might like LOCATION1  It's down to earth and friendly but not too rough, good community vibe, nice cafes ",,,,,,,,,,,,,,,,,,,,,,,,,,,
Positive,transit-location,LOCATION1,128,You still have easy access to  countryside from LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,1043,You then go back to your hotel realising it was a big mistake and you should have spent a day in LOCATION1 instead,,,,,,,,,,,,,,,,,,,,,,,,,,,
Negative,general,LOCATION1,419,You want cheap and bad try LOCATION1 ,Positive,price,LOCATION1,,,,,,,,,,,,,,,,,,,,,,,,
