OriginalText,Location1,Aspect1,Sentiment1,Location2,Aspect2,Sentiment2,MaskedText,LocationsInText
Yes Isle of Wight is okay,Isle of Wight,general,1,,,0,Yes LOCATION1 is okay,"[('Isle of Wight', 'GPE')]"
Yes on the whole I think East Riding of Yorkshire is a nice place to live  but of course as anywhere there are areas that are better than others,East Riding of Yorkshire,live,1,,,0,"Yes on the whole I think LOCATION1 is a nice place to live , but of course as anywhere there are areas that are better than others","[('East Riding of Yorkshire', 'GPE')]"
Yes the safest parts are Herefordshire and Merseyside,Merseyside,safety,1,Herefordshire,safety,1,Yes the safest parts are LOCATION1 and LOCATION2 ,"[('Herefordshire', 'GPE'), ('Merseyside', 'GPE')]"
Yes Herefordshire  but its VERY expensive,Herefordshire,price,0,,,0,"Yes, LOCATION1 - but its VERY expensive","[('Herefordshire', 'GPE')]"
Yes you can commute in and out of London to Berkshire very easily,Berkshire,transit-location,1,,,0,"Yes, you can commute in and out of London to LOCATION1 very easily","[('London', 'GPE'), ('Berkshire', 'GPE')]"
You are probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location  Berkshire is a 45 minute commute outside of the London  hence why it is cheaper ,Berkshire,transit-location,0,Berkshire,price,1,"You 're probably going to have to pay in excess of 900 a month for a studio flat to live in that sort of location ( LOCATION1 is a 45 minute commute outside of the London , hence why it is cheaper )","[('Berkshire', 'GPE')]"
You are as likely to get mugged or attacked in Bedfordshire as in Northumberland,Northumberland,safety,0,Bedfordshire,safety,0,You are as likely to get mugged or attacked in LOCATION1 as in LOCATION2 ,"[('Bedfordshire', 'GPE'), ('Northumberland', 'GPE')]"
You can also try Bedfordshire South London is the best place to live but you mentioned Noth London,Bedfordshire,general,1,,,0,You can also try LOCATION1   South London is the best place to live but you mentioned Noth London,"[('Bedfordshire', 'GPE'), ('Noth London', 'GPE')]"
You can also try Cambridgeshire in N London,Cambridgeshire,general,1,,,0,You can also try LOCATION1  in N London,"[('Cambridgeshire', 'GPE')]"
You can find cheaper areas in Gloucestershire or East Riding of Yorkshire but may not be nice for your wife and baby,Gloucestershire,general,0,East Riding of Yorkshire,price,1,"You can find cheaper areas in LOCATION1 or  LOCATION2, but may not be nice for your wife and baby","[('Gloucestershire', 'GPE'), ('East Riding of Yorkshire', 'GPE')]"
You can find people from all around the world Berkshire,Berkshire,multicultural,1,,,0,You can find people from all around the world  LOCATION1,"[('Berkshire', 'GPE')]"
You can find something in Lancashire to suit most budgets  I have some friends living in a skanky flat that is super cheap,Lancashire,price,1,,,0,You can find something in LOCATION1 to suit most budgets - I have some friends living in a skanky flat that is super cheap,"[('Lancashire', 'GPE')]"
You can get a young professional studio flat for 150k in a less salubrious part of town and you can get a nice large place for 15 million in Norfolk and 15 million overlooking Derbyshire,Derbyshire,price,0,Norfolk,price,0,"You can get a young ""professional"" studio flat for 150k in a less salubrious part of town, and you can get a nice large place for 1.5 million in LOCATION2, and 15 million overlooking LOCATION1","[('Norfolk', 'GPE'), ('Derbyshire', 'GPE')]"
You can read more about it here  Warwickshire Its quiet  has a park and its just such a great place to live its in the Cambridgeshire area,Warwickshire,live,1,Warwickshire,green-nature,1,"You can read more about it here : LOCATION1 Its quiet , has a park and its just such a great place to live its in the LOCATION2 area","[('Warwickshire', 'GPE'), ('Cambridgeshire', 'GPE')]"
You can try Worcestershire  perhaps Essex would be a better budget ,Worcestershire,general,1,Essex,price,1,You can try LOCATION1 ( perhaps LOCATION2 would be a better budget ),"[('Worcestershire', 'GPE'), ('Essex', 'GPE')]"
You can walk to Regents Park or head north to leafy Berkshire and Tyne and Wear,Tyne and Wear,green-nature,1,Berkshire,green-nature,1,You can walk to Regent's Park or head north to leafy LOCATION1 and LOCATION2,"[('Berkshire', 'GPE'), ('Tyne and Wear', 'GPE')]"
You cannot go wrong for Bristol for a night out,Bristol,nightlife,1,,,0,You can't go wrong for LOCATION1 for a night out,"[('Bristol', 'GPE')]"
You cannot really get more life art and excitement than Warwickshire but it might be a bit pricey for you,Warwickshire,general,1,Warwickshire,price,0,"You can't really get more life, art and excitement than LOCATION1 but it might be a bit pricey for you","[('Warwickshire', 'GPE')]"
You could also look in Dorset,Dorset,general,1,,,0,You could also look in LOCATION1,"[('Dorset', 'GPE')]"
You could be south somewhere like Gloucestershire thats beautiful and very safe or south in Durham where you might feel uneasy,Gloucestershire,general,1,Durham,safety,0,You could be south somewhere like LOCATION2 that's beautiful and very safe or south in LOCATION1 where you might feel uneasy,"[('Gloucestershire', 'GPE'), ('Durham', 'GPE')]"
You could stay in somewhere crap like Somerset or you could live somewhere like Greater Manchester where it is cheaper to live,Greater Manchester,price,1,Somerset,general,0,You could stay in somewhere crap like  LOCATION2 or you could live  somewhere like LOCATION1 where it is cheaper to live ,"[('Somerset', 'GPE'), ('Greater Manchester', 'GPE')]"
You could try Northamptonshire or Greater Manchester  both located on the tube and by plenty of night bus routes so you will not have to walk too far coming home at night,Greater Manchester,transit-location,1,Greater Manchester,general,1,You could try LOCATION2 or LOCATION1 - both located on the tube and by plenty of night bus routes so you won't have to walk too far coming home at night,"[('Northamptonshire', 'GPE'), ('Greater Manchester', 'GPE')]"
You could try somewhere like Lincolnshire  not too far out but not too expensive,Lincolnshire,general,1,Lincolnshire,transit-location,1,You could try somewhere like LOCATION1 - not too far out but not too expensive,"[('Lincolnshire', 'GPE')]"
You get more space for your money in Lincolnshire,Lincolnshire,price,1,,,0,You get more space for your money in LOCATION1,"[('Lincolnshire', 'GPE')]"
You have Cambridgeshire Grounds to walk around in and are close to the river with nice pubs,Cambridgeshire,nightlife,1,Cambridgeshire,green-nature,1,"You have LOCATION1  Grounds to walk around in, and are close to the river with nice pubs","[('Cambridgeshire Grounds', 'GPE')]"
You have been sadly misinformed about Lancashire  it is fantastic,Lancashire,general,1,,,0,"You have been sadly misinformed about LOCATION1 , it is fantastic","[('Lancashire', 'GPE')]"
You have to be megarich to live in Cumbria,Cumbria,price,0,,,0,You have to be mega-rich to live in LOCATION1,"[('Cumbria', 'GPE')]"
You may also consider Derbyshire just North of C,Derbyshire,general,1,,,0,You may also consider LOCATION1 just North of C,"[('Derbyshire', 'GPE')]"
You may be better looking a bit north or east of there  even as far out as Dorset or Suffolk which are nice residential areas,Dorset,general,1,Suffolk,transit-location,0,"You may be better looking a bit north or east of there , even as far out as LOCATION1 or LOCATION2 which are nice residential areas","[('Dorset', 'GPE'), ('Suffolk', 'GPE')]"
You may be thinking of Warwickshire which has a Jewish community,Warwickshire,multicultural,1,,,0,You may be thinking of 'LOCATION1' which has a Jewish community  ,"[('Warwickshire', 'GPE')]"
You meet a mixture of people and being close enough to West Yorkshire its easy to intermingle,West Yorkshire,multicultural,1,,,0,"You meet a mixture of people and being close enough to LOCATION1, it's easy to intermingle","[('West Yorkshire', 'GPE')]"
You might like to try Derbyshire which has fast trains to Greater Manchester for the tube too You will still be in London,Greater Manchester,transit-location,1,Derbyshire,transit-location,1,You might like to try LOCATION1 which has fast trains to LOCATION2 for the tube too  You will still be in London ,"[('Derbyshire', 'GPE'), ('Greater Manchester', 'GPE'), ('London', 'GPE')]"
You might prefer somewhere like Dorset which is relatively cheap which has lots of up and coming clubs bars etc,Dorset,nightlife,1,Dorset,price,1,"You might prefer somewhere like LOCATION1, which is relatively cheap  which has lots of up and coming clubs, bars etc  ","[('Dorset', 'GPE')]"
You might want to look just south of the river Kent or Essex,Essex,general,1,Kent,general,1,You might want to look just south of the river LOCATION2 or LOCATION1,"[('Kent', 'GPE'), ('Essex', 'GPE')]"
You should not have too much of a problem finding a good private school there Hertfordshire is nice,Hertfordshire,general,1,,,0,You should n't have too much of a problem finding a good private school there LOCATION1 is nice,"[('Hertfordshire', 'GPE')]"
You still have easy access to countryside from Lincolnshire,Lincolnshire,transit-location,1,,,0,You still have easy access to  countryside from LOCATION1,"[('Lincolnshire', 'GPE')]"
You want cheap and bad try Hampshire,Hampshire,general,0,Hampshire,price,1,You want cheap and bad try LOCATION1 ,"[('Hampshire', 'GPE')]"
You will like Lincolnshire very much,Lincolnshire,general,1,,,0,You will like LOCATION1 very much ,"[('Lincolnshire', 'GPE')]"
You will love Essex and the park is just heaven,Essex,general,1,Essex,green-nature,1,You will love LOCATION1 and the park is just heaven,"[('Essex', 'GPE')]"
You will love the Surrey,Surrey,general,1,,,0,You will love the LOCATION1,"[('Surrey', 'GPE')]"
You will take either the Northern Line towards Buckinghamshire or the Northern Line towards Northamptonshire Station,Buckinghamshire,transit-location,1,Northamptonshire,transit-location,1,You will take either the Northern Line towards LOCATION2 or the Northern Line towards LOCATION1 Station,"[('Buckinghamshire', 'GPE'), ('Northamptonshire Station', 'GPE')]"
You would be better off looking at places around Oxfordshire maybe,Oxfordshire,general,1,,,0,You would be better off looking at places around LOCATION1 maybe,"[('Oxfordshire', 'GPE')]"
Youd be better off looking further out say down West MidlandsHampshire way,West Midlands,general,1,Hampshire,transit-location,0,"You'd be better off looking further out, say down LOCATION2/LOCATION1 way","[('West MidlandsHampshire', 'GPE')]"
Youre lucky to be in Lincolnshire as its a good area and central,Lincolnshire,general,1,Lincolnshire,transit-location,1,"You're lucky to be in LOCATION1 as it's a good area, and central","[('Lincolnshire', 'GPE')]"
Youve got Wiltshire for a night out one side but a quick walk the other way and you are near West Sussex which is very peaceful and has lots of great pubs and good places to eat,West Sussex,dining,1,West Sussex,nightlife,1,"You've got LOCATION1 for a night out one side, but a quick walk the other way and you're near LOCATION2  which is very peaceful and has lots of great pubs and good places to eat","[('Wiltshire', 'GPE'), ('West Sussex', 'GPE')]"
Your choices of bars are endless in West Sussex,West Sussex,nightlife,1,,,0,Your choices of bars are endless in LOCATION1,"[('West Sussex', 'GPE')]"
a bit I think Merseyside and Durham are kind of the new ritzy areas but lots of bad neihborhoods that are still there It  is dull  been there  quite suburban,Merseyside,general,0,Durham,general,0,"a bit I think LOCATION1 and LOCATION2 are kind of the new ritzy areas but lots of bad neihborhoods that are still there It 's dull , been there , quite suburban","[('Merseyside', 'GPE'), ('Durham', 'GPE')]"
actually Greater London is nice  multicultural and you get to meet all sorts of people,Greater London,general,1,Greater London,multicultural,1,"actually LOCATION1 is nice , multicultural and you get to meet all sorts of people ","[('Greater London', 'GPE')]"
actually my friend lives in south east in Greater Manchester and its terrible,Greater Manchester,general,0,,,0,actually my friend lives in south east in LOCATION1 and its terrible ,"[('Greater Manchester', 'GPE')]"
advice you to go shopping in Somerset and Cambridgeshireon a Saturday or sunday for some alternative and vintage goodies,Cambridgeshire,shopping,1,Somerset,shopping,1,advice you to go shopping in LOCATION1 and LOCATION2(on a Saturday or sunday) for some alternative and vintage goodies,"[('Somerset', 'GPE'), ('Cambridgeshireon', 'GPE')]"
affordable places in London are mostly in Cheshire,Cheshire,price,1,,,0,affordable places in London are mostly in LOCATION1,"[('London', 'GPE'), ('Cheshire', 'GPE')]"
also stayed in a hostel near Surrey station which was fairly central cannot remember what it was called tho think it was a well known one tho,Surrey,transit-location,1,,,0,"also stayed in a hostel near LOCATION1 station which was fairly central, can't remember what it was called tho, think it was a well known one tho","[('Surrey', 'GPE')]"
any area in Lincolnshire is expensive but you can move outwards to areas like West Sussex,Lincolnshire,price,0,,,0,any area in LOCATION1 is expensive but you can move outwards to areas like LOCATION2,"[('Lincolnshire', 'GPE'), ('West Sussex', 'GPE')]"
areas like Bedfordshire are much more dangerouse it just doesnt get that much bad publicity,Bedfordshire,safety,0,,,0,"areas like LOCATION1 are much more dangerouse, it just doesnt get that much bad publicity","[('Bedfordshire', 'GPE')]"
as Kent and Suffolk are expensive areas,Kent,price,0,Suffolk,price,0,as LOCATION1 and LOCATION2 are expensive areas,"[('Kent', 'GPE')]"
as for Warwickshire and Oxfordshire i normally avoid it full of tourists and over priced,Oxfordshire,price,0,Warwickshire,touristy,1,as for LOCATION2 and LOCATION1  i normally avoid it  full of tourists and over priced ,"[('Warwickshire', 'GPE'), ('Oxfordshire', 'GPE')]"
avoid West Sussex and Gloucestershire  the rest is ok to good,Gloucestershire,general,0,West Sussex,general,0,"avoid LOCATION2 and LOCATION1 , the rest is ok to good","[('West Sussex', 'GPE'), ('Gloucestershire', 'GPE')]"
because West Sussex has no busses running through it  it feels nicely tucked away,West Sussex,quiet,1,West Sussex,transit-location,0,"because LOCATION1 has no busses running through it , it feels nicely tucked away","[('West Sussex', 'GPE')]"
belgravia a fashionable residential Hampshiresouthwest of London Dorset is a nice safe posh arty area,Dorset,price,0,Dorset,safety,1,"belgravia- a fashionable residential LOCATION1southwest of London,   LOCATION2  is a nice, safe, posh arty area","[('Dorset', 'GPE')]"
btw I live in Berkshire and it seems alright there so good luck with your decision,Berkshire,live,1,Berkshire,general,1,btw I live in LOCATION1 and it seems alright there so good luck with your decision,"[('Berkshire', 'GPE')]"
but i also recommend Northumberland its very nice and thats where a high proportion of canadians live,Northumberland,general,1,Northumberland,multicultural,1,"but i also recommend LOCATION1, it's very nice and that's where a high proportion of canadians live ","[('Northumberland', 'GPE')]"
but i really like Cumbria and Worcestershire as well,Worcestershire,general,1,Cumbria,general,1,but i really like LOCATION1 and LOCATION2 as well,"[('Cumbria', 'GPE'), ('Worcestershire', 'GPE')]"
but really South Yorkshire is really nice,South Yorkshire,general,1,,,0,"but really, LOCATION1 is really nice  ","[('South Yorkshire', 'GPE')]"
can recommend North Yorkshire in South London,North Yorkshire,general,1,,,0,can recommend LOCATION1 in South London,"[('North Yorkshire', 'GPE'), ('South London', 'GPE')]"
cheapest borough is Bedfordshire also known as corn beef London because of its endless rows of red brick housing,Bedfordshire,price,1,,,0,"cheapest borough is LOCATION1, also known as corn beef London because of it's endless rows of red brick housing","[('Bedfordshire', 'GPE')]"
check my profile if your interested I live in Berkshire which is great,Berkshire,live,1,,,0,check my profile if your interested  I live in LOCATION1 which is great,"[('Berkshire', 'GPE')]"
come to think of it if it was me i would buy in Norfolk quiet area with nice houses and good transport,Norfolk,transit-location,1,Norfolk,price,1,"come to think of it, if it was me, i would buy in LOCATION1, quiet area, with nice houses and good transport",[]
for a supermarket you can go to Merseyside or Tyne and Wear,Tyne and Wear,shopping,1,Merseyside,shopping,1,for a supermarket you can go to LOCATION1 or LOCATION2,"[('Merseyside', 'GPE'), ('Tyne and Wear', 'GPE')]"
goldsmiths is an excellent uni D but as has been said above  Norfolk is a bit of a skank area,Norfolk,general,0,,,0,"goldsmiths is an excellent uni :D but as has been said above , LOCATION1 is a bit of a skank area","[('Norfolk', 'GPE')]"
here is what I recommend Durham there is a tube stop for this area,Durham,general,1,Durham,transit-location,1,here is what I recommend:  LOCATION1: there is a tube stop for this area,"[('Durham', 'GPE')]"
hope that helps very good I think Merseyside  N7  is getting expensive for very solid reasons,Merseyside,price,0,,,0,hope that helps very good I think LOCATION1 ( N7 ) is getting expensive for very solid reasons,"[('Merseyside', 'GPE')]"
i m afraid Leicestershire has NO entertainment and outdoor activeties,Leicestershire,green-nature,0,Leicestershire,nightlife,0,i 'm afraid LOCATION1 has NO entertainment and outdoor activeties,"[('Leicestershire', 'GPE')]"
i agree i think the Merseyside Wiltshire area is where a lot of indians live,Merseyside,multicultural,1,Wiltshire,multicultural,1,"i agree, i think the LOCATION2/ LOCATION1 area is where a lot of indians live ","[('Merseyside Wiltshire', 'GPE')]"
i also agree with humpty with Merseyside being the safest but most expensive,Merseyside,price,0,Merseyside,safety,1,i also agree with humpty with LOCATION1 being the safest but most expensive ,"[('Merseyside', 'GPE')]"
i found Dorset a fantastic area with a real bohemian vibe plenty of markets and cool bars to drink at,Dorset,general,1,Dorset,shopping,1,i found LOCATION1 a fantastic area with a real bohemian vibe plenty of markets and cool bars to drink at,"[('Dorset', 'GPE')]"
i grew up in Dorset few nice places there and not to far for travel into London,Dorset,general,1,Dorset,transit-location,1,i grew up in LOCATION1 few nice places there and not to far for travel into London,"[('Dorset', 'GPE'), ('London', 'GPE')]"
i have lived in London all my life and my nan used 2 live in Herefordshire and it was like living in a squalor,Herefordshire,live,0,,,0,i have lived in London all my life and my nan used 2 live in LOCATION1 and it was like living in a squalor,"[('London', 'GPE'), ('Herefordshire', 'GPE')]"
i heard Leicestershire is cool,Leicestershire,general,1,,,0,i heard LOCATION1 is cool,"[('Leicestershire', 'GPE')]"
i like Hampshire alot idk if thats in zone one or not its emediatly to the west of the eye and east of Hampshire,Hampshire,general,1,,,0,"i like LOCATION1 alot, idk if that's in zone one or not, it's emediatly to the west of the eye and east of LOCATION1","[('Hampshire', 'GPE'), ('Hampshire', 'GPE')]"
i live in Isle of Wight and wouldnt move for the world ,Isle of Wight,live,1,,,0,i live in LOCATION1  and wouldnt move for the world =) ,"[('Isle of Wight', 'GPE')]"
i live in Lancashire and well its fine nothing horrible well nothing that no where else will have,Lancashire,live,1,,,0,"i live in LOCATION1, and well its fine (nothing horrible well nothing that no where else will have","[('Lancashire', 'GPE')]"
i live in the Hertfordshire area and i dont really go to west London often  but Hertfordshire is great to go out in  very  west London ,Hertfordshire,nightlife,1,,,0,"i live in the LOCATION1 area and i dont really go to west London often , but LOCATION1 is great to go out in , very ` west London '","[('Hertfordshire', 'GPE'), ('Hertfordshire', 'GPE')]"
i really liked Derbyshire as close to tube lots of places to eat cocktail bars clubs and night clubs,Derbyshire,transit-location,1,Derbyshire,dining,1,"i really liked LOCATION1 as close to tube, lots of places to eat, cocktail bars, clubs and night clubs","[('Derbyshire', 'GPE')]"
i used to live all over Nottinghamshire and for me it was perfect,Nottinghamshire,general,1,Nottinghamshire,live,1,i used to live all over LOCATION1  and for me it was perfect,"[('Nottinghamshire', 'GPE')]"
i went to Leicestershire  and its really nice  but it has more designer shops than normal ones  whereas bluewater has everything,Leicestershire,general,1,Leicestershire,shopping,1,"i went to LOCATION1 , and its really nice , but it has more designer shops than normal ones , whereas bluewater has everything","[('Leicestershire', 'GPE')]"
i would go for Leicestershire,Leicestershire,general,1,,,0,i would go for LOCATION1,"[('Leicestershire', 'GPE')]"
i would have loved to live in Nottinghamshire town but i could not truely afford it,Nottinghamshire,live,1,Nottinghamshire,price,0,i would have loved to live in LOCATION1 town but i couldn't truely afford it,"[('Nottinghamshire', 'GPE')]"
i would strongly not recommend South Yorkshire or Suffolk as they are very rough areas filled with gangs and trouble ,South Yorkshire,safety,0,Suffolk,safety,0,"i would strongly not recommend LOCATION1 or LOCATION2 as they are very rough areas filled with gangs and trouble , ","[('South Yorkshire', 'GPE'), ('Suffolk', 'GPE')]"
i would sway towards East Riding of Yorkshire,East Riding of Yorkshire,general,1,,,0,i would sway towards LOCATION1,"[('East Riding of Yorkshire', 'GPE')]"
i would visit Staffordshire Staffordshire,Staffordshire,touristy,1,Staffordshire,touristy,1,"i would visit LOCATION1, LOCATION2","[('Staffordshire Staffordshire', 'GPE')]"
i am from Dorset right next to Nottinghamshire and its a pretty good borough nice restaurants and parks,Dorset,general,1,Dorset,green-nature,1,"i'm from LOCATION1 right next to LOCATION2 and its a pretty good borough, nice restaurants and parks","[('Dorset', 'GPE'), ('Nottinghamshire', 'GPE')]"
id steer clear of Greater London is right rat hole,Greater London,general,0,,,0,id steer clear of LOCATION1 is right rat hole,"[('Greater London', 'GPE')]"
if money was no option i would live in a house around Merseyside,Merseyside,price,0,Merseyside,live,1,if money was no option i would live in a house around LOCATION1,"[('Merseyside', 'GPE')]"
if you fancy somewhere a bit more cutesey  Rutland is very sweet  its another huge hill like the heath  but a bit tidier,Rutland,general,1,Rutland,green-nature,1,"if you fancy somewhere a bit more cutesey , LOCATION1 is very sweet - its another huge hill like the heath , but a bit tidier","[('Rutland', 'GPE')]"
if you is a hip and happening chick you gotta live in the Wiltshire that is Wiltshire,Wiltshire,live,1,,,0,"if you is a hip and happening chick, you gotta live in the LOCATION1 (that is LOCATION1)","[('Wiltshire', 'GPE'), ('Wiltshire', 'GPE')]"
if you r willing to move to south west  Rutland is nice and cheap or Isle of Wight near Rutland,Isle of Wight,general,1,Rutland,general,1,"if you r willing to move to south west , LOCATION2 is nice and cheap or LOCATION1 near LOCATION2","[('Rutland', 'GPE'), ('Isle of Wight', 'GPE'), ('Rutland', 'GPE')]"
if youre into alternativeurbanhipsterindie musicstyle hang out round Isle of Wight its painfully hip ha ha but i do kinda like it its an inevitable destination,Isle of Wight,general,1,Isle of Wight,nightlife,1,"if youre into alternative/urban/hipster/indie music/style hang out round LOCATION1; its painfully hip, ha ha, but i do kinda like it; its an inevitable destination","[('Isle of Wight', 'GPE')]"
if youre really looking for underground stuff head for Lincolnshire and make a weekend of it,Lincolnshire,nightlife,1,,,0,"if youre really looking for underground stuff, head for LOCATION1  and make a weekend of it","[('Lincolnshire', 'GPE')]"
in terms of value for money i would recommend going to Northamptonshire or Northamptonshire,Northamptonshire,price,1,Northamptonshire,price,1,in terms of value for money i would recommend going to LOCATION1 or LOCATION2,"[('Northamptonshire', 'GPE'), ('Northamptonshire', 'GPE')]"
it depends how close you want to live really Suffolk is alright too,Suffolk,transit-location,1,,,0,it depends how close you want to live really LOCATION1 is alright too,"[('Suffolk', 'GPE')]"
its great To me West Yorkshire in Surrey SW London is a pretty good area to live,West Yorkshire,live,1,,,0,"it's great  To me, LOCATION1 in Surrey (SW London) is a pretty good area to live","[('West Yorkshire', 'GPE'), ('Surrey', 'GPE'), ('London', 'GPE')]"
just keep your wits about you bad people are everywhere I think you will find Berkshire has a lot more crimes than West Midlands,Berkshire,safety,0,,,0,"just keep your wits about you, bad people are everywhere  I think you'll find LOCATION1 has a lot more crimes than LOCATION2","[('Berkshire', 'GPE'), ('West Midlands', 'GPE')]"
live in East Sussex it rocks,East Sussex,live,1,East Sussex,general,1,live in LOCATION1 it rocks,"[('East Sussex', 'GPE')]"
live near Oxfordshire,Oxfordshire,live,1,,,0,live near LOCATION1,"[('Oxfordshire', 'GPE')]"
lol living somewhere in Shropshire is quite expensive Cheshire is a good place to live,Cheshire,general,1,Shropshire,price,0,lol living somewhere in LOCATION2 is quite expensive LOCATION1 is a good place to live,"[('Shropshire', 'GPE'), ('Cheshire', 'GPE')]"
look at website below I currently live in Isle of Wight and I love it,Isle of Wight,general,1,Isle of Wight,live,1,look at website below I currently live in LOCATION1 and I love it,"[('Isle of Wight', 'GPE')]"
lots of shops and restaraunts on the Suffolk cinemas a big waitrose always a sign the middle classes are around,Suffolk,dining,1,Suffolk,shopping,1,"lots of shops and restaraunts on the LOCATION1, cinemas a big waitrose (always a sign the middle classes are around)","[('Suffolk', 'GPE')]"
luddite  some areas of London are safer than others and Worcestershire according to the Met has one of the highest crime rates,Worcestershire,safety,0,,,0,luddite - some areas of London are safer than others and LOCATION1 according to the Met has one of the highest crime rates,"[('London', 'GPE'), ('Worcestershire', 'GPE')]"
northwest London areas such as Hampshire is a good area very peaceful but a very expensive area and a large Jewish community,Hampshire,quiet,1,Hampshire,multicultural,1,"north-west London  areas such as LOCATION1 is a good area, very peaceful, but a very expensive area, and a large Jewish community","[('northwest London', 'GPE'), ('Hampshire', 'GPE')]"
nothing wrong with West Sussex,West Sussex,general,0,,,0,nothing wrong with LOCATION1,"[('West Sussex', 'GPE')]"
obviously places like East Sussex are  nice  too but u need a nice bank balance to afford living there,East Sussex,general,1,East Sussex,price,0,obviously places like LOCATION1 are `` nice '' too but u need a nice bank balance to afford living there,"[('East Sussex', 'GPE')]"
only thing i do not like is its location getting to central London from West Midlands is a pain,West Midlands,transit-location,0,,,0,only thing i don't like is its location getting to central London from LOCATION1 is a pain,"[('London', 'GPE'), ('West Midlands', 'GPE')]"
or if you are on more of a budget try the Cheshire it is a fun nice friendly area and is close 2 the London,Cheshire,general,1,Cheshire,price,0,or if you are on more of a budget try the LOCATION1 it is a fun nice friendly area and is close 2 the London,"[('Cheshire', 'GPE'), ('London', 'GPE')]"
or one of the notsohighprofile classy areas is Wiltshire,Wiltshire,general,1,,,0,or one of the not-so-high-profile classy areas is LOCATION1 ,"[('Wiltshire', 'GPE')]"
or try the rural parts of essex  not the London part lol Nottinghamshire is quite expensive,Nottinghamshire,price,0,,,0,"or try the rural parts of essex , not the London part lol LOCATION1 is quite expensive","[('London', 'GPE'), ('Nottinghamshire', 'GPE')]"
outgoing theatre types who could afford it would suit Merseyside,Merseyside,price,0,,,0,"outgoing, theatre types (who could afford it) would suit LOCATION1","[('Merseyside', 'GPE')]"
parts of Greater London and Northamptonshire are poor areas and i am not willing to go there,Northamptonshire,general,0,Greater London,general,0,parts of LOCATION2 and LOCATION1 are poor areas and i'm not willing to go there,"[('Greater London', 'GPE'), ('Northamptonshire', 'GPE')]"
parts of the Norfolk road high rise estates are still no go areas at night major crack problem,Norfolk,safety,0,,,0,"parts of the LOCATION1 road high rise estates are still no go areas at night, (major crack problem) ",[]
personally i dont like the South Yorkshire area as much tho this is cos i always get stuck in traffic there ha ha,South Yorkshire,general,0,South Yorkshire,transit-location,0,"personally i dont like the LOCATION1 area as much, tho this is cos i always get stuck in traffic there, ha ha","[('South Yorkshire', 'GPE')]"
places in Oxfordshire are alos nice,Oxfordshire,general,1,,,0,places in LOCATION1 are alos nice,"[('Oxfordshire', 'GPE')]"
places like Essex and Hertfordshire are nice but very very expensive,Essex,general,1,Essex,price,0,places like LOCATION2 and LOCATION1 are nice but very very expensive,"[('Essex', 'GPE'), ('Hertfordshire', 'GPE')]"
plus at Somerset you have the jubliee line that takes you to Greater London,Somerset,transit-location,1,,,0,plus at LOCATION1 you have the jubliee line that takes you to LOCATION2,"[('Somerset', 'GPE'), ('Greater London', 'GPE')]"
remember that the closer to Lancashire you are the more expensive it will be so maybe a bit further out would be better depending on how much you are able to spend,Lancashire,price,0,,,0,"remember that the closer to LOCATION1 you are the more expensive it will be, so maybe a bit further out would be better, depending on how much you are able to spend","[('Lancashire', 'GPE')]"
right near the shithole which is Lancashire Tyne and Wear is quite nice,Tyne and Wear,general,1,Lancashire,general,0,right near the shithole which is LOCATION2  LOCATION1 is quite nice ,"[('Lancashire Tyne and Wear', 'GPE')]"
sorry Cambridgeshire is marvellous,Cambridgeshire,general,1,,,0,sorry LOCATION1 is marvellous,"[('Cambridgeshire', 'GPE')]"
steer clear of Durham,Durham,general,0,,,0,steer clear of LOCATION1,"[('Durham', 'GPE')]"
t I lived just at the corner from Nottinghamshire and was alright if I did not go out too late,Nottinghamshire,live,1,,,0,t I lived just at the corner from LOCATION1 and was alright if I didn't go out too late,"[('Nottinghamshire', 'GPE')]"
the Shropshire area is very good,Shropshire,general,1,,,0,the LOCATION1 area is very good,"[('Shropshire', 'GPE')]"
the NorthumberlandNorthamptonshire area is a must if you want a good night out,Northumberland,nightlife,1,Northamptonshire,nightlife,1,the LOCATION1/LOCATION2 area is a must if you want a good night out  ,"[('NorthumberlandNorthamptonshire', 'GPE')]"
the Herefordshire is generally very posh and nice  and the Greater Manchester is generally full of gangs and is not very nice,Herefordshire,general,1,Greater Manchester,safety,0,"the LOCATION2 is generally very posh and nice , and the LOCATION1 is generally full of gangs and is n't very nice","[('Herefordshire', 'GPE'), ('Greater Manchester', 'GPE')]"
the best are of London is south west u hav places like Staffordshire which is relly nice,Staffordshire,general,1,,,0,the best are of London is south west  u hav places like LOCATION1 which is relly nice  ,"[('London', 'GPE'), ('Staffordshire', 'GPE')]"
the best are of London is south west u hav places like Norfolk which is relly nice Cambridgeshire is going to be a nicer and much safer area,Cambridgeshire,safety,1,Cambridgeshire,general,1,the best are of London is south west  u hav places like LOCATION1 which is relly nice  LOCATION2 is going to be a nicer and much safer area,"[('London', 'GPE'), ('Norfolk', 'GPE'), ('Cambridgeshire', 'GPE')]"
the cheapest area in London is Devon which is a massive spraul of concil houses on the outside of London,Devon,price,1,,,0,"the cheapest area in London is LOCATION1, which is a massive spraul of concil houses on the outside of London","[('London', 'GPE'), ('Devon', 'GPE'), ('London', 'GPE')]"
