created_at,date,place,tweet,language,hashtags,location
2021-07-23 15:52:58 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.2173, -74.032997]}",Incident on #PalisadesInterstateParkway NB at Exit 14 -Willow Grove Road; CR 98  https://t.co/18AVhxJrbT,en,['palisadesinterstateparkway'],New York
2021-07-23 15:52:57 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.640743, -76.081012]}",Construction on #I81 SB from Exit 37 - CR 15; Sandy Creek; Lacona to Exit 32 - NY 49; Central Square  https://t.co/4DzzjeW4TX,en,['i81'],New York
2021-07-23 15:52:57 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.862583, -74.351295]}",Construction on #I80 WB at East of Exit 47A - I-280  https://t.co/p0jMGvCHeK,en,['i80'],New York
2021-07-23 15:52:04 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.71270142, -74.00589108]}","#我的生活哲學  #tokyoolympics   ❤️❤️❤️ @ New York City, N.Y.  https://t.co/f4hFIb3Ypp",en,"['我的生活哲學', 'tokyoolympics']",New York
2021-07-23 15:51:08 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.99537, -78.87055]}",Cleared: Incident on #I290 EB,en,['i290'],New York
2021-07-23 15:51:08 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.93296, -78.79635]}",Cleared: Construction on #Route33 EB,en,['route33'],New York
2021-07-23 15:51:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.130001, -73.794197]}",Construction on #SawMillRiverParkway NB from Exit 30 - CR 106; Ramp to Exit 34 - South Croton Avenue  https://t.co/a7k50fDFTr,en,['sawmillriverparkway'],New York
2021-07-23 15:51:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.844606, -73.927057]}",Construction on #I87MajorDeeganExpressway SB from I-95; Ramp to East 138th Street  https://t.co/RZ5B3UirIe,en,['i87majordeeganexpressway'],New York
2021-07-23 15:51:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.940749, -74.348281]}",Incident on #I287 SB at South of Exit 52 - NJ 23  https://t.co/Xr6xMmT0OO,en,['i287'],New York
2021-07-23 15:51:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.862355, -74.351319]}",Construction on #I80 EB at East of Exit 47A - I-280  https://t.co/0GMtn32j4e,en,['i80'],New York
2021-07-23 15:51:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.130001, -73.794197]}",Construction on #SawMillRiverParkway NB from Exit 30 - CR 106; Ramp to Exit 34 - South Croton Avenue  https://t.co/nuhzdvfQxz,en,['sawmillriverparkway'],New York
2021-07-23 15:50:59 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.952301, -73.853202]}",Cleared: Incident on #SprainBrookStateParkway SB at Tuckahoe Road; CR 59,en,['sprainbrookstateparkway'],New York
2021-07-23 15:50:34 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.6514, -73.1292]}","#fridaymotivation #workit #beachbike #headingeast @ Point O'Woods, New York  https://t.co/xuJXgfWLhZ",en,"['fridaymotivation', 'workit', 'beachbike', 'headingeast']",New York
2021-07-23 15:49:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.6303, -74.0889]}","@ibattlepromo #Fortitude  Use code CVLT45 for 20% off the App, PPPV @ Staten Island, New York  https://t.co/eVBmoFhDn5",en,['fortitude'],New York
2021-07-23 15:48:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.883249, -74.28865]}",Updated: Construction on #US46 EB from East of CR 625/Hollywood Av to East of CR 635/Browertown Rd  https://t.co/hLGQicEFQu,en,['us46'],New York
2021-07-23 15:48:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.985366, -74.311473]}",Incident on #I287 SB from South of Exit 52 - NJ 23 to South of Exit 47 - US 202  https://t.co/uf4oE9wAwD,en,['i287'],New York
2021-07-23 15:48:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.739252, -74.063249]}",Cleared: Incident on #NJ139Lower WB at East of Tonnelle Avenue,en,['nj139lower'],New York
2021-07-23 15:48:39 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.283003, -76.125406]}",Construction on #I81 NB from Exit 32 - NY 49; Central Square to Exit 37 - CR 15; Sandy Creek; Lacona  https://t.co/1D7X047CoZ,en,['i81'],New York
2021-07-23 15:48:38 EET,2021-07-23,"{'type': 'Point', 'coordinates': [39.885803, -75.104791]}",Cleared: Construction on #US130 NB at South of I-76,en,['us130'],New York
2021-07-23 15:48:38 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.800391, -74.441434]}",Cleared: Incident on #NJ24 WB at East of Exit 1 - CR 511/Whippany Rd,en,['nj24'],New York
2021-07-23 15:48:22 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.75794459, -73.98552775]}","Just posted a video @ Times Square, New York City  https://t.co/0bEjNhLo52",en,[],New York
2021-07-23 15:48:20 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.64356, -79.40563]}",Posted @withregram • @puredistancemasterperfumes Puredistance ANTONIA Perfume was created by Annie Buzantian in New York and is available as perfume extrait with 25% perfume oil.   https://t.co/ijQZrN1vlA @ Niche Essence  https://t.co/HHgO6VyhcH,en,[],New York
2021-07-23 15:47:03 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.75033472, -73.98644125]}","Just posted a photo @ New York, New York  https://t.co/aFvhvBmBXF",en,[],New York
2021-07-23 15:46:45 EET,2021-07-23,"{'type': 'Point', 'coordinates': [39.886027, -74.718049]}",Cleared: Incident on #NJ70 EB at New Rd,en,['nj70'],New York
2021-07-23 15:46:45 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.499961, -74.076852]}",Cleared: Incident on #I87NYSThruway SB from Before Exit 17 (I-87) - Newburgh (I-84 - Rte 17K) to Before Exit 17 (I-87) - Newburgh (I-84 - Rte 17K),en,['i87nysthruway'],New York
2021-07-23 15:46:45 EET,2021-07-23,"{'type': 'Point', 'coordinates': [39.820433, -75.3632]}",Updated: Construction on #CommodoreBarryBridge WB from New Jersey Side to Pennsylvania Side  https://t.co/w6iwoK6xuP,en,['commodorebarrybridge'],New York
2021-07-23 15:46:45 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.281036, -74.823386]}",Cleared: Construction on #I295 NB from south of Exit 75 - CR 579/Bear Tavern Rd to north of Exit 72 - NJ 31,en,['i295'],New York
2021-07-23 15:46:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.460089, -74.066636]}",Cleared: Incident on #I87NYSThruway SB at Before Exit 17 (I-87) - Newburgh (I-84 - Rte 17K),en,['i87nysthruway'],New York
2021-07-23 15:46:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.746129, -74.160659]}",Cleared: Incident on #I280 WB from East of Stickel Drawbridge to East of Exit 15 - NJ 21,en,['i280'],New York
2021-07-23 15:46:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.881743, -74.12645]}",Cleared: Incident on #NJ21 NB from South of Exit 13 - Randolph Av to Exit 14 - US 46,en,['nj21'],New York
2021-07-23 15:46:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.822817, -74.125435]}",Cleared: Incident on #NJ21 SB at Exit 9 - NJ 3,en,['nj21'],New York
2021-07-23 15:46:43 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.731282, -74.051854]}",Cleared: Incident on #NJ139Lower EB from NJ 139 Upper Roadway Exit/Entrance to Jersey Ave,en,['nj139lower'],New York
2021-07-23 15:46:12 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.174609, -77.94066104]}","Census Tract 154, Monroe County, New York  https://t.co/hQfWmCPlP5",en,[],New York
2021-07-23 15:45:47 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.0327, -72.208]}","Just posted a photo @ Suffolk County, New York  https://t.co/TpkkDIJjbb",en,[],New York
2021-07-23 15:45:38 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.65, -73.95]}","In real life 🕊🕊🕊 #perfectlyimperfect #flawsandall #talktomenice #lalovesu @ Brooklyn, New York  https://t.co/xHFpaCS62K",en,"['perfectlyimperfect', 'flawsandall', 'talktomenice', 'lalovesu']",New York
2021-07-23 15:44:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7779, -73.9675]}","“Hazy Head Space 001”  MUA: @makeupbysarahgt @ Manhattan, New York  https://t.co/5lXGYiqOyF",en,[],New York
2021-07-23 15:44:46 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.678289, -72.874318]}",Construction on #CT72 WB at Exit 1 (RTE 177)  https://t.co/Gj0b8y6F66,en,['ct72'],New York
2021-07-23 15:44:45 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.883249, -74.28865]}",Construction on #US46 EB from East of CR 625/Hollywood Av to East of CR 635/Browertown Rd  https://t.co/hLGQicEFQu,en,['us46'],New York
2021-07-23 15:44:18 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7127837, -74.0059413]}","Interested in a job in New York, NY? This could be a great fit. Click the link in our bio to apply: Sr Global Pharma &amp; Biopharma Marketing Manager at Thermo Fisher Scientific #Marketing #TheEmpireState",en,"['marketing', 'theempirestate']",New York
2021-07-23 15:44:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7, -73.8309]}","Just posted a video @ Queens, New York  https://t.co/RwgDwwDwbO",en,[],New York
2021-07-23 15:43:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7197, -74.0425]}",Cleared: Incident on #JournalSquare33RdStreet,en,['journalsquare33rdstreet'],New York
2021-07-23 15:40:43 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.70074, -73.995121]}",Incident on #I278 EB at Columbia Heights  https://t.co/6Fpkjey1K1,en,['i278'],New York
2021-07-23 15:40:43 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.108027, -73.408006]}",Construction on #I95 NB at Exit 16 (EAST AVE #1)  https://t.co/CyQ2rerHGL,en,['i95'],New York
2021-07-23 15:39:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.810665, -73.939469]}",Just posted a photo @ Harlem New York  https://t.co/9G0VaQmCyc,en,[],New York
2021-07-23 15:39:03 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.910429, -76.221242]}",Updated: Closure on #US20 WB from NY 80 to Buckwheat Rd  https://t.co/FVwPwoJH3V,en,['us20'],New York
2021-07-23 15:39:02 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.915615, -76.241606]}",Updated: Closure on #US20 EB from Buckwheat Rd to NY 80  https://t.co/B2DVJXVW3G,en,['us20'],New York
2021-07-23 15:39:02 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.702365, -73.941247]}",Construction on #MidHudsonBridge WB from Dutchess County Side to Ulster County Side  https://t.co/ZOXTASMAeL,en,['midhudsonbridge'],New York
2021-07-23 15:39:02 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.499961, -74.076852]}",Incident on #I87NYSThruway SB from Before Exit 17 (I-87) - Newburgh (I-84 - Rte 17K) to Before Exit 17 (I-87) - Newburgh (I-84 - Rte 17K)  https://t.co/bU8AenHkk1,en,['i87nysthruway'],New York
2021-07-23 15:38:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.71270142, -74.00589108]}","Just posted a video @ New York City, N.Y.  https://t.co/yoLocAEQzO",en,[],New York
2021-07-23 15:38:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.756494, -73.992513]}","Holy bacon!! (@ Cutlets Sandwich Co. in New York, NY)  https://t.co/jpBzcoMVvR",en,[],New York
2021-07-23 15:36:34 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.783796, -73.92968]}",Construction on #RFKTriboroughBridge NB at Queens Span  https://t.co/gcKHjOfleZ,en,['rfktriboroughbridge'],New York
2021-07-23 15:36:33 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.910429, -76.221242]}",Closure on #US20 WB from NY 80 to Buckwheat Rd  https://t.co/FVwPwoJH3V,en,['us20'],New York
2021-07-23 15:34:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.589994, -73.815609]}",Construction on #NY376 NB at Governors Blvd  https://t.co/y1cIwORSOv,en,['ny376'],New York
2021-07-23 15:34:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.342088, -74.65887]}",Construction on #PrincetonShuttle Both directions from Princeton to Princeton Jct.  https://t.co/Oo4RUUNiJI,en,['princetonshuttle'],New York
2021-07-23 15:34:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7724, -73.8856]}",Updated: Incident on #LaGuardiaAirport at Terminal A Parking P6  https://t.co/YanKyahonc,en,['laguardiaairport'],New York
2021-07-23 15:34:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.931701, -73.873802]}",Construction on #CrossCountyParkway Both directions at Exit 5; Kimball Avenue; Midland Avenue  https://t.co/13znVasUqx,en,['crosscountyparkway'],New York
2021-07-23 15:34:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.590196, -71.980134]}",Construction on #I395 NB at Exit 22 (RTE 164)  https://t.co/yRySaknICG,en,['i395'],New York
2021-07-23 15:34:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [39.85897, -75.127767]}",Incident on #I295 SB at South of Exit 25 - NJ 47/Delsea Dr  https://t.co/0gIM6MKFSO,en,['i295'],New York
2021-07-23 15:34:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.085066, -73.819153]}",Construction on #NY9A SB from Skyline Drive to Dana Road  https://t.co/DV3z7Kgj2A,en,['ny9a'],New York
2021-07-23 15:34:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.16304, -77.53884]}",Construction on #NY590 NB from City of Rochester and Town of Irondequoit Line to Exit 10A - NY 104  https://t.co/jtyDBdyy8A,en,['ny590'],New York
2021-07-23 15:34:47 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.4426, -74.362602]}",Construction on #NY17 Both directions from Exit 122 - CR 67 to Exit 122A - Fletcher Street  https://t.co/5akv8aMm2h,en,['ny17'],New York
2021-07-23 15:34:47 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.4426, -74.362602]}",Construction on #NY17 Both directions from Exit 122 - CR 67 to Exit 122A - Fletcher Street  https://t.co/xktayNbIJR,en,['ny17'],New York
2021-07-23 15:34:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.99861, -78.85492]}",Cleared: Incident on #I290 EB,en,['i290'],New York
2021-07-23 15:33:20 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.65, -73.95]}","@elifross_ ‘Laced’ 🔥Or 👎🏿 Shot By 🎥 @deadflyproduction  #KnuckleHeadTv #SpeakerOverDose @ Brooklyn, New York  https://t.co/xW1q6KFxin",en,"['knuckleheadtv', 'speakeroverdose']",New York
2021-07-23 15:33:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7, -73.8309]}","NYC traffic. #actorslife #nycactor #sagaftra @ Queens, New York  https://t.co/rd9Em6udlU",en,"['actorslife', 'nycactor', 'sagaftra']",New York
2021-07-23 15:32:57 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.952301, -73.853202]}",Incident on #SprainBrookStateParkway SB at Tuckahoe Road; CR 59  https://t.co/FtTcDEEhlq,en,['sprainbrookstateparkway'],New York
2021-07-23 15:32:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.237072, -73.143021]}",Construction on #CT15 SB at 0.10 miles before Exit 52 (RTE 8 NB &amp; SB)  https://t.co/WsYmmW83By,en,['ct15'],New York
2021-07-23 15:32:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.739252, -74.063249]}",Incident on #NJ139Lower WB at East of Tonnelle Avenue  https://t.co/BBi5TAmxe5,en,['nj139lower'],New York
2021-07-23 15:32:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.155961, -74.099109]}",Construction on #NJ34 SB from Allenwood Rd to North of Paynters Rd  https://t.co/oWsYfwVMTe,en,['nj34'],New York
2021-07-23 15:32:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.085066, -73.819153]}",Updated: Construction on #NY9A SB from Skyline Drive to Dana Road  https://t.co/AusEhkIOwV,en,['ny9a'],New York
2021-07-23 15:32:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.754994, -74.210353]}",Updated: Incident on #GardenStateParkway SB at South of Exit 145 - I-280  https://t.co/WTZWZJuK5p,en,['gardenstateparkway'],New York
2021-07-23 15:32:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.013635, -74.300771]}",Construction on #I287 NB from South of Exit 55 - CR 511/Ringwood Ave to North of Exit 57 - Skyline Drive  https://t.co/EjAOFCuuqB,en,['i287'],New York
2021-07-23 15:32:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.132659, -74.088457]}",Construction on #NJ34 NB from North of Paynters Rd to Allenwood Rd  https://t.co/lYnOJ0dI5q,en,['nj34'],New York
2021-07-23 15:32:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [42.915615, -76.241606]}",Closure on #US20 EB from Buckwheat Rd to NY 80  https://t.co/B2DVJXVW3G,en,['us20'],New York
2021-07-23 15:32:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.857409, -74.17949]}",Cleared: Incident on #NJ3 WB from West of CR 509/Broad St to East of US 46,en,['nj3'],New York
2021-07-23 15:32:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.886227, -74.067667]}",Cleared: Incident on #NJ17 NB from I-80 to Central Ave,en,['nj17'],New York
2021-07-23 15:31:02 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.731282, -74.051854]}",Updated: Incident on #NJ139Lower EB from NJ 139 Upper Roadway Exit/Entrance to Jersey Ave  https://t.co/0gB4LXXcIQ,en,['nj139lower'],New York
2021-07-23 15:31:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.927685, -73.84018]}",Updated: Construction on #BronxRiverParkway NB from Cross County Parkway to Exit - Sprain Brook Parkway  https://t.co/6V9sQ9TrOG,en,['bronxriverparkway'],New York
2021-07-23 15:31:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.746129, -74.160659]}",Updated: Incident on #I280 WB from East of Stickel Drawbridge to East of Exit 15 - NJ 21  https://t.co/UqsAcUhBEm,en,['i280'],New York
2021-07-23 15:31:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.196251, -77.575794]}",Construction on #NY104 EB from North Goodman Street; CR 108 to Town of Irondequoit and Town of Webster Line  https://t.co/3R0NLoCPl9,en,['ny104'],New York
2021-07-23 15:31:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.65, -73.95]}","Just posted a photo @ Brooklyn, New York  https://t.co/l8NyF53yMF",en,[],New York
2021-07-23 15:31:01 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.19625, -77.575793]}",Construction on #NY104 EB from North Goodman Street; CR 108 to Town of Irondequoit and Town of Webster Line  https://t.co/FvsfAeMUVR,en,['ny104'],New York
2021-07-23 15:31:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.909053, -74.593219]}",Construction on #I80 WB at West of Exit 34 - NJ 15  https://t.co/ZMIrUe8Lhr,en,['i80'],New York
2021-07-23 15:31:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.476912, -74.467363]}",Cleared: Incident on #CorridorLine at Jersey Ave.,en,['corridorline'],New York
2021-07-23 15:31:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.554369, -74.318124]}",Cleared: Incident on #GardenStateParkway SB at Exit 130B-A - US 1,en,['gardenstateparkway'],New York
2021-07-23 15:31:00 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.476912, -74.467363]}",Cleared: Incident on #NortheastLine at Jersey Ave.,en,['northeastline'],New York
2021-07-23 15:30:35 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.1557, -77.6204]}","Just posted a video @ Rochester, New York  https://t.co/rLzblVmxnW",en,[],New York
2021-07-23 15:29:07 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.75687204, -73.98894095]}","I'm at AMC Empire 25 - @amctheatres in New York, NY  https://t.co/NVtXhx2Rcs",en,[],New York
2021-07-23 15:29:02 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7779, -73.9675]}","Just posted a photo @ Manhattan, New York  https://t.co/wmNbg3lIoN",en,[],New York
2021-07-23 15:28:51 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.71270142, -74.00589108]}","Just posted a photo @ New York City, N.Y.  https://t.co/e7prO6Akeh",en,[],New York
2021-07-23 15:28:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.170457, -73.8535]}",Construction on #NY134 Both directions from Linden Avenue to Pine Avenue  https://t.co/3eQeNKOpvr,en,['ny134'],New York
2021-07-23 15:28:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.937338, -73.837884]}",Updated: Construction on #BronxRiverParkway SB from Exit - Sprain Brook Parkway to Cross County Parkway  https://t.co/yy61Y8PL4z,en,['bronxriverparkway'],New York
2021-07-23 15:28:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.756408, -74.209947]}",Incident on #GardenStateParkway SB at Exit 145 - I-280  https://t.co/WTZWZJuK5p,en,['gardenstateparkway'],New York
2021-07-23 15:28:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.881743, -74.12645]}",Updated: Incident on #NJ21 NB from South of Exit 13 - Randolph Av to Exit 14 - US 46  https://t.co/0NVdRqvWSS,en,['nj21'],New York
2021-07-23 15:28:49 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.76995, -72.475591]}",Construction on #I384 WB at 1.00 miles before Exit 4 (HIGHLAND)  https://t.co/Qzp0ckHROr,en,['i384'],New York
2021-07-23 15:28:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.170457, -73.8535]}",Updated: Construction on #NY134 Both directions from Linden Avenue to Pine Avenue  https://t.co/JodUlNqYf6,en,['ny134'],New York
2021-07-23 15:28:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.657311, -73.983121]}",Construction on #NY27 EB from Prospect Park  West to Fort Hamilton Parkway  https://t.co/ryk4MMdcaR,en,['ny27'],New York
2021-07-23 15:28:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7692, -73.8646]}",Updated: Incident on #LaGuardiaAirport at Terminal C Parking P4  https://t.co/Di98dC1YZV,en,['laguardiaairport'],New York
2021-07-23 15:28:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7724, -73.8856]}",Incident on #LaGuardiaAirport at Terminal A Parking P6  https://t.co/YanKyahonc,en,['laguardiaairport'],New York
2021-07-23 15:28:48 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.800391, -74.441434]}",Incident on #NJ24 WB at East of Exit 1 - CR 511/Whippany Rd  https://t.co/2CiB0ElJyc,en,['nj24'],New York
2021-07-23 15:27:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.75794459, -73.98552775]}","After more than a year away from the city, my new job brings me into Manhattan at least once a week to all sorts of interesting locations. It’s definitely one of the perks of the job. @ Times Square, New York City  https://t.co/wP030cyysg",en,[],New York
2021-07-23 15:27:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.75794459, -73.98552775]}","Cool @ Times Square, New York City  https://t.co/z50wXJRhHB",en,[],New York
2021-07-23 15:26:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.82696, -73.981333]}",Construction on #181Bus from Palisade Ave At Lafayette Ave to Palisade Ave At Riverview Ave  https://t.co/oSZvJbKN2W,en,['181bus'],New York
2021-07-23 15:26:56 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.82696, -73.981333]}",Construction on #156Bus Both directions from Palisade Ave At Lafayette Ave to Palisade Ave At Riverview Ave  https://t.co/oSZvJbtbEm,en,['156bus'],New York
2021-07-23 15:26:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.170751, -73.853334]}",Construction on #NY134 Both directions from Linden Avenue to Pine Avenue  https://t.co/JodUlNqYf6,en,['ny134'],New York
2021-07-23 15:26:55 EET,2021-07-23,"{'type': 'Point', 'coordinates': [39.356574, -74.592356]}",Cleared: Incident on #GardenStateParkway NB at North of Exit 30 - NJ 52/Laurel Drive,en,['gardenstateparkway'],New York
2021-07-23 15:26:38 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.69036753, -73.77773661]}","🏀 &gt; a Game.  * #mtg #basketball #refereerant #therant @ St.Albans, Queens, Newyork  https://t.co/rHV89SO4pS",en,"['mtg', 'basketball', 'refereerant', 'therant']",New York
2021-07-23 15:25:44 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.50735, -74.07491]}","Accident, shoulder blocked in #Newburgh on NEW YORK STATE THRUWAY/I-87 SB between X17/I-84/NY Rt 300 and N of Exit 16 #traffic  https://t.co/cLJ9IKsg5n",en,"['newburgh', 'traffic']",New York
2021-07-23 15:24:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.56872, -73.88204]}",Construction on #MarineParkwayBridge NB from Rockaway Side to Brooklyn Side  https://t.co/Yz6EYgKHPO,en,['marineparkwaybridge'],New York
2021-07-23 15:24:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.654549, -74.007574]}",Incident on #I278 WB at Exit   - 38th Street; Sunset Park Industrial Park  https://t.co/J9zZ3yjVSu,en,['i278'],New York
2021-07-23 15:24:41 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.694536, -74.18676]}",Construction on #US19 NB at Newark Liberty International Airport  https://t.co/NuJc4pgqtM,en,['us19'],New York
2021-07-23 15:24:40 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.834, -73.1895]}",Construction on #NY347 WB from Plaisted Avenue to Route 111 (Hauppauge Road)  https://t.co/BFLaiQ00Ku,en,['ny347'],New York
2021-07-23 15:24:40 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.834, -73.1895]}",Construction on #NY347 WB from Plaisted Avenue to Route 111 (Hauppauge Road)  https://t.co/pyHfNuUkRa,en,['ny347'],New York
2021-07-23 15:24:40 EET,2021-07-23,"{'type': 'Point', 'coordinates': [41.095298, -73.802299]}",Cleared: Incident on #SprainBrookStateParkway SB at Bradhurst Avenue; Ramp,en,['sprainbrookstateparkway'],New York
2021-07-23 15:24:11 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.7779, -73.9675]}","Just posted a photo @ Manhattan, New York  https://t.co/59vKi7ddKl",en,[],New York
2021-07-23 15:22:35 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.75308218, -73.9816535]}",Just posted a video @ NYPL The New York Public Library  https://t.co/7S0knPXqZK,en,[],New York
2021-07-23 15:22:17 EET,2021-07-23,"{'type': 'Point', 'coordinates': [43.459496, -76.228747]}",Updated: Construction on #NY69 EB from Main Street; NY 104; START ROUTE NY 69 to Town of Amboy; Town of Camden Line  https://t.co/ERe3qn9CaI,en,['ny69'],New York
2021-07-23 15:22:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.564506, -74.49894]}",Updated: Closure on #CEDARAVE NB from BAEKELAND AVE to Lincoln Blvd  https://t.co/yhxW5RELH7,en,['cedarave'],New York
2021-07-23 15:22:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.803362, -73.830658]}",Construction on #BronxwhitestoneBridge SB at Center Span  https://t.co/riltWj9x9D,en,['bronxwhitestonebridge'],New York
2021-07-23 15:22:16 EET,2021-07-23,"{'type': 'Point', 'coordinates': [40.710331, -74.166545]}",Construction on #I78 EB at Exit 58 - US 1&amp;9/E. Port St  https://t.co/IRWIrKX5f6,en,['i78'],New York
